	1Pulse-H_(Benzyl_benzoate)	1Pulse-H_(Cis_Decahydronaftalene)	1Pulse-H_(EthylPhenylPropiolate)	1Pulse-H_(m-Anisaldehyde)	1Pulse-H_(Mieszanina_4)	
-3.36838	6.99205e-05	-3.90162e-05	4.20129e-05	1.87534e-05	-0.000134886	
-3.36663	8.43551e-05	-7.80082e-06	1.61201e-05	-2.44044e-05	-6.01802e-05	
-3.36487	9.87897e-05	2.34146e-05	-9.77278e-06	-2.76523e-05	1.4526e-05	
-3.36312	5.4839e-05	1.99548e-05	-1.48764e-05	1.22317e-05	2.44419e-05	
-3.36136	1.08883e-05	1.64951e-05	-1.998e-05	5.21156e-05	3.43578e-05	
-3.35961	1.44049e-06	3.79143e-05	-2.50837e-05	3.4629e-05	2.02124e-05	
-3.35785	-8.00737e-06	1.95272e-05	-3.01873e-05	1.71424e-05	6.06693e-06	
-3.35609	2.43795e-05	-2.33243e-05	-3.41673e-05	2.21052e-05	6.45855e-06	
-3.35434	5.67663e-05	-2.63694e-05	-3.81471e-05	2.70679e-05	6.85017e-06	
-3.35258	5.46503e-05	2.78073e-05	-2.41472e-05	-3.69802e-05	7.24179e-06	
-3.35083	5.25343e-05	4.21775e-05	-1.01473e-05	-0.000101028	7.63343e-06	
-3.34907	3.66846e-05	2.6043e-06	3.37838e-05	-9.91056e-05	-2.37591e-05	
-3.34731	2.08349e-05	-3.69688e-05	7.7715e-05	-3.06663e-05	-5.51517e-05	
-3.34556	-1.57166e-05	-6.0515e-06	5.57202e-05	-4.63135e-06	-6.24829e-05	
-3.3438	-5.2268e-05	2.48658e-05	3.37253e-05	-4.51129e-05	-6.98141e-05	
-3.34205	-3.66339e-05	2.59284e-05	3.17705e-05	-9.26619e-05	-5.83474e-05	
-3.34029	-2.09998e-05	2.69909e-05	2.98157e-05	-7.36942e-05	-4.68806e-05	
-3.33854	-1.39914e-05	4.79567e-05	4.58406e-05	-2.31313e-05	-5.94752e-05	
-3.33678	-4.83865e-05	6.89224e-05	6.18656e-05	2.74317e-05	-7.20699e-05	
-3.33502	-5.90608e-05	3.81605e-05	3.163e-05	2.66522e-05	-6.18563e-05	
-3.33327	-2.83317e-05	7.39869e-06	1.39442e-06	2.58727e-05	-5.16428e-05	
-3.33151	2.3974e-06	3.63465e-05	-3.78311e-05	2.50932e-05	-2.93985e-05	
-3.32976	-8.27693e-06	6.52942e-05	-7.70566e-05	2.43138e-05	-7.1543e-06	
-3.328	-2.02451e-05	6.31432e-05	-5.85969e-05	9.81522e-06	-3.20673e-06	
-3.32624	9.19015e-06	6.09922e-05	-4.01371e-05	-4.68332e-06	7.40838e-07	
-3.32449	1.79237e-05	5.88412e-05	-1.26875e-05	-1.91818e-05	-1.9373e-05	
-3.32273	-1.47462e-05	5.66902e-05	1.47622e-05	-3.36804e-05	-3.94868e-05	
-3.32098	-5.05968e-05	2.77943e-05	2.86802e-05	-5.98247e-06	-2.11901e-05	
-3.31922	-4.5044e-05	-1.10164e-06	4.25982e-05	2.17155e-05	-2.89343e-06	
-3.31747	-1.87895e-05	4.83304e-06	4.97737e-05	4.94134e-05	-8.65813e-06	
-3.31571	-3.39384e-05	5.05741e-05	9.29089e-05	7.71113e-05	-1.44228e-05	
-3.31395	-7.41018e-05	5.44356e-05	0.000127241	8.73486e-05	-4.6254e-05	
-3.3122	-7.28619e-05	1.84906e-05	8.96548e-05	9.75859e-05	-7.80852e-05	
-3.31044	-3.5394e-05	-2.32595e-05	8.61677e-06	6.12616e-05	-8.5855e-05	
-3.30869	2.07394e-06	-6.50095e-05	-3.64615e-05	2.49373e-05	-9.36248e-05	
-3.30693	-8.33083e-06	-7.32248e-05	-9.62056e-06	1.91691e-05	-6.10417e-05	
-3.30517	-1.87356e-05	-4.16337e-05	1.72204e-05	1.34009e-05	-2.84586e-05	
-3.30342	-5.85095e-06	-1.25304e-05	-7.63062e-06	2.75876e-05	-3.59778e-05	
-3.30166	7.03373e-06	1.65728e-05	-3.24817e-05	4.17743e-05	-4.3497e-05	
-3.29991	-1.2428e-05	8.77221e-06	-1.38814e-05	2.02084e-05	-3.37221e-05	
-3.29815	9.51361e-06	9.71631e-07	4.71878e-06	-1.35748e-06	-2.39471e-05	
-3.2964	5.64698e-05	-6.82898e-06	5.33921e-06	2.36382e-05	-1.41722e-05	
-3.29464	0.000103426	-1.46296e-05	5.95959e-06	4.86339e-05	-4.39727e-06	
-3.29288	6.94488e-05	8.03365e-06	4.47286e-05	6.43016e-05	-3.02131e-05	
-3.29113	3.54716e-05	3.06969e-05	8.34976e-05	7.99694e-05	-5.60289e-05	
-3.28937	1.49439e-06	5.5848e-05	6.83271e-05	3.57723e-05	-9.38755e-05	
-3.28762	-3.24828e-05	4.11927e-05	5.31566e-05	-8.42486e-06	-0.000131722	
-3.28586	-6.68913e-05	9.53674e-06	5.37185e-05	-1.48739e-06	-0.000108914	
-3.2841	-0.0001013	-2.21192e-05	5.42804e-05	5.45007e-06	-8.61057e-05	
-3.28235	-5.9802e-05	3.44656e-06	2.71233e-05	1.23875e-05	-5.12668e-05	
-3.28059	-1.83043e-05	2.90123e-05	-3.37022e-08	1.9325e-05	-1.64279e-05	
-3.27884	1.41365e-05	7.308e-06	-1.0638e-06	6.20151e-05	-1.76811e-05	
-3.27708	4.65772e-05	-1.43963e-05	3.38658e-05	0.000104705	-1.89343e-05	
-3.27533	4.45151e-05	-1.61975e-05	6.13037e-05	8.75305e-05	-4.42489e-05	
-3.27357	1.04963e-06	-1.79986e-05	1.68224e-05	7.03557e-05	-6.95635e-05	
-3.27181	-3.2065e-05	-9.84815e-06	-4.07692e-05	8.0619e-05	-8.05916e-05	
-3.27006	3.82605e-06	-1.69768e-06	-6.24012e-05	9.08823e-05	-9.16197e-05	
-3.2683	6.99071e-05	3.71369e-05	-1.88563e-05	6.78873e-05	-7.85865e-05	
-3.26655	9.45847e-05	7.59714e-05	2.46886e-05	4.48923e-05	-6.55532e-05	
-3.26479	5.33295e-05	8.1323e-05	3.2227e-05	5.65067e-05	-2.5451e-05	
-3.26303	1.20744e-05	4.68682e-05	3.97654e-05	6.81211e-05	1.46513e-05	
-3.26128	3.03366e-05	1.63246e-06	4.73038e-05	7.97355e-05	1.26462e-05	
-3.25952	4.85989e-05	-4.36032e-05	5.48422e-05	9.135e-05	-3.74816e-05	
-3.25777	2.287e-05	-3.03733e-05	3.18524e-05	0.000112526	-6.75584e-05	
-3.25601	-2.8589e-06	-1.71434e-05	8.86258e-06	0.000133702	-4.95123e-05	
-3.25426	-7.88606e-06	-3.91348e-06	-5.13735e-06	0.000108317	-3.74816e-05	
-3.2525	-1.29132e-05	9.31646e-06	-1.91373e-05	4.30215e-05	-2.5451e-05	
-3.25074	-6.646e-05	3.05782e-06	-5.13735e-06	4.12494e-06	-3.57898e-05	
-3.24899	-0.000120007	-3.20078e-06	8.86258e-06	3.17449e-05	-4.61287e-05	
-3.24723	-9.76473e-05	2.12247e-05	-1.90904e-05	6.18592e-05	-3.24062e-05	
-3.24548	-7.52879e-05	4.56502e-05	-4.70434e-05	5.20636e-05	-1.86837e-05	
-3.24372	-8.22558e-05	4.89285e-05	-4.93377e-05	2.27288e-05	-2.60149e-05	
-3.24196	-8.92238e-05	1.24004e-05	-5.1632e-05	-6.60606e-06	-3.33461e-05	
-3.24021	-4.78878e-05	-1.73657e-06	-1.19734e-05	-5.17699e-06	-1.66159e-05	
-3.23845	-6.55177e-06	-1.58735e-05	2.76852e-05	-3.74792e-06	1.14247e-07	
-3.2367	-4.76317e-05	-1.93721e-05	1.1473e-05	-6.34622e-06	-2.7785e-05	
-3.23494	-8.87116e-05	-2.28708e-05	-4.73933e-06	-8.94452e-06	-5.56843e-05	
-3.23319	-5.38853e-05	-2.63694e-05	-3.72092e-06	-1.15428e-05	-8.65913e-05	
-3.23143	2.23443e-05	-2.9868e-05	3.32571e-05	-1.41411e-05	-6.93755e-05	
-3.22967	4.33695e-05	1.22449e-05	6.01215e-05	6.95708e-06	-4.11316e-05	
-3.22792	-4.61098e-06	5.43578e-05	1.50666e-05	2.80553e-05	-1.28877e-05	
-3.22616	-5.51792e-05	8.56898e-05	-3.74799e-05	4.91535e-05	-5.69745e-06	
-3.22441	-6.4344e-05	7.72154e-05	-5.40668e-05	7.02517e-05	1.49275e-06	
-3.22265	-0.000107365	5.94114e-05	-4.01254e-05	7.99174e-05	-3.63694e-05	
-3.22089	-0.000150385	4.16073e-05	-2.6184e-05	8.95831e-05	-7.42316e-05	
-3.21914	-0.000130439	4.12186e-05	-9.99519e-06	9.92488e-05	-0.000102068	
-3.21738	-4.14859e-05	4.08299e-05	6.1937e-06	0.000108914	-8.17821e-05	
-3.21563	3.2803e-05	2.21965e-05	2.42555e-05	0.000105693	-4.64577e-05	
-3.21387	3.80863e-05	3.56318e-06	4.23172e-05	0.000102471	-5.92559e-05	
-3.21212	1.10356e-06	1.81019e-05	-5.54702e-06	9.92488e-05	-0.000109149	
-3.21036	5.52423e-06	3.26405e-05	-5.34113e-05	9.60269e-05	-0.000110919	
-3.2086	7.41109e-06	1.07937e-05	-3.73161e-05	9.09342e-05	-8.38029e-05	
-3.20685	9.29798e-06	-1.10532e-05	-2.12209e-05	8.58416e-05	-5.66869e-05	
-3.20509	-6.92916e-06	2.71917e-07	1.28542e-05	0.000114007	-9.87473e-05	
-3.20334	-2.31563e-05	1.1597e-05	4.69292e-05	0.000142173	-0.000140808	
-3.20158	-2.64448e-05	-4.17632e-05	4.18607e-05	9.84174e-05	-0.000103917	
-3.19983	-2.97334e-05	-9.51235e-05	3.67922e-05	5.46619e-05	-6.70258e-05	
-3.19807	-2.61213e-05	-8.71156e-05	1.37438e-05	5.74681e-05	-8.32703e-05	
-3.19631	1.88941e-05	-3.93013e-05	-9.30455e-06	6.02743e-05	-9.95149e-05	
-3.19456	6.19687e-05	-3.56472e-05	4.16866e-06	4.16704e-05	-8.36776e-05	
-3.1928	3.60377e-05	-7.17994e-05	1.76418e-05	2.30666e-05	-1.97176e-05	
-3.19105	-3.38845e-05	-7.97556e-05	2.2125e-05	-2.87956e-05	3.22117e-05	
-3.18929	-6.24032e-05	-2.13677e-05	2.66083e-05	-8.06577e-05	3.60183e-05	
-3.18753	-3.22672e-05	3.03859e-05	4.79476e-05	-5.43629e-05	1.25052e-05	
-3.18578	-2.1311e-06	-1.07422e-05	6.9287e-05	-2.8068e-05	-1.10079e-05	
-3.18402	9.89099e-06	-9.66525e-05	8.16364e-05	-4.83348e-05	-3.75286e-05	
-3.18227	2.19131e-05	-8.96812e-05	9.39858e-05	-0.000108512	-6.40494e-05	
-3.18051	4.4003e-05	-9.33185e-07	4.56533e-05	-0.000125634	-5.08439e-05	
-3.17876	6.60929e-05	4.80085e-05	-2.67912e-06	-7.62406e-05	-3.76383e-05	
-3.177	5.36799e-05	1.07029e-05	2.92785e-06	2.25416e-06	-3.44583e-05	
-3.17524	4.1267e-05	-6.6409e-05	8.53481e-06	4.08389e-05	-7.94011e-05	
-3.17349	1.28965e-05	-7.30304e-05	3.56801e-05	3.70194e-05	-8.39909e-05	
-3.17173	-1.5474e-05	-3.98455e-05	6.28254e-05	3.31999e-05	-4.0458e-05	
-3.16998	-2.31428e-05	-3.98325e-05	2.40448e-05	6.93111e-06	1.20979e-05	
-3.16822	-3.08116e-05	-7.9626e-05	-1.47359e-05	-1.93377e-05	1.65311e-05	
-3.16646	-1.06625e-05	-0.000100449	-2.7296e-05	-3.68763e-05	4.42211e-06	
-3.16471	9.48666e-06	-8.1466e-05	-3.98562e-05	-5.44148e-05	-7.6869e-06	
-3.16295	5.29252e-05	-4.0921e-05	-2.24499e-05	-3.86951e-05	1.25778e-06	
-3.1612	5.49603e-05	-3.75992e-07	-5.04369e-06	-2.29754e-05	1.02025e-05	
-3.15944	1.51608e-05	2.23391e-05	4.87099e-06	-1.76488e-05	-3.09807e-05	
-3.15769	-2.46388e-05	4.50541e-05	1.47856e-05	-1.23223e-05	-7.21638e-05	
-3.15593	-3.07981e-05	2.13283e-05	6.72048e-06	-6.9958e-06	-7.32447e-05	
-3.15417	4.44602e-06	-2.3974e-06	-1.34471e-06	-1.66928e-06	-7.43256e-05	
-3.15242	1.99049e-05	-3.36923e-06	2.21485e-05	9.03048e-07	-4.80868e-05	
-3.15066	-6.03963e-06	-4.34107e-06	4.56416e-05	3.47536e-06	-2.1848e-05	
-3.14891	-5.00981e-05	-5.3129e-06	5.1155e-05	-2.47162e-05	-7.63992e-06	
-3.14715	-5.27532e-05	-6.28474e-06	5.66683e-05	-5.29078e-05	6.5682e-06	
-3.14539	-9.69207e-06	-2.50865e-05	4.19543e-05	-4.16052e-05	1.60142e-05	
-3.14364	3.33691e-05	-4.38883e-05	2.72404e-05	9.60736e-06	2.54601e-05	
-3.14188	4.02023e-05	-4.27869e-05	4.24928e-05	1.84156e-05	2.48805e-05	
-3.14013	5.63203e-06	-4.16855e-05	5.77453e-05	-1.26861e-05	-2.38218e-05	
-3.13837	-2.20376e-05	4.92376e-06	4.00346e-05	-4.04619e-05	-8.73119e-05	
-3.13662	-4.97073e-05	5.1533e-05	2.2324e-05	-1.72124e-06	-0.000102679	
-3.13486	-6.64612e-06	7.98977e-05	-2.53529e-05	3.95138e-05	-7.59391e-05	
-3.1331	3.6415e-05	4.19183e-05	-7.30299e-05	4.08389e-05	-4.9199e-05	
-3.13135	3.93667e-05	2.28037e-06	-5.83394e-05	2.47035e-05	-3.34871e-05	
-3.12959	9.1485e-07	2.89864e-05	-4.36488e-05	8.56804e-06	-1.77751e-05	
-3.12784	-3.75369e-05	7.39371e-05	-3.79482e-05	2.31965e-05	-2.31169e-05	
-3.12608	-3.45853e-05	5.25437e-05	-3.22475e-05	3.78249e-05	-2.84586e-05	
-3.12432	7.39645e-07	3.86499e-08	-2.87358e-05	-9.17837e-06	-4.6677e-05	
-3.12257	3.60646e-05	-1.266e-05	-2.52242e-05	-5.61817e-05	-1.67726e-05	
-3.12081	1.18722e-05	7.81336e-06	-3.73268e-06	-4.33201e-05	2.36587e-05	
-3.11906	-1.23202e-05	2.82867e-05	1.77589e-05	-3.04585e-05	4.00285e-05	
-3.1173	1.136e-05	-8.46165e-06	3.08223e-05	-2.508e-05	1.1534e-05	
-3.11555	3.50403e-05	-4.521e-05	4.38858e-05	-1.97015e-05	-1.69606e-05	
-3.11379	2.42178e-05	-2.22488e-05	3.89694e-05	-3.4278e-05	-3.19206e-05	
-3.11203	1.33952e-05	7.12462e-07	3.40531e-05	-4.88545e-05	-4.68806e-05	
-3.11028	-1.30894e-06	-1.41261e-06	8.62847e-06	-4.26445e-05	-7.13649e-05	
-3.10852	-1.60131e-05	-3.53769e-06	-1.67961e-05	-3.64346e-05	-4.77265e-05	
-3.10677	-4.88312e-05	1.17525e-05	-2.67813e-07	-1.02697e-05	2.47965e-06	
-3.10501	-8.16493e-05	2.70428e-05	1.62605e-05	1.58952e-05	2.86245e-05	
-3.10325	-8.16898e-05	3.03081e-05	-2.93914e-05	-2.00706e-06	-2.36808e-05	
-3.1015	-4.03268e-05	-6.23291e-06	-7.50433e-05	-1.99094e-05	-7.59861e-05	
-3.09974	-1.70778e-05	-3.77981e-05	-8.02405e-05	-4.5534e-06	-7.16469e-05	
-3.09799	-3.52323e-05	-6.93634e-05	-2.55051e-05	1.08026e-05	-1.9185e-05	
-3.09623	-6.80504e-05	-5.73385e-05	2.32371e-05	1.9351e-05	3.08332e-05	
-3.09448	-5.94651e-05	-5.50729e-06	1.20465e-05	2.78994e-05	3.27287e-05	
-3.09272	-3.01781e-05	6.12514e-05	-1.18798e-05	1.64929e-05	-7.48326e-06	
-3.09096	-4.22945e-05	6.1666e-05	1.5361e-07	5.08632e-06	-4.76952e-05	
-3.08921	-6.60557e-05	-1.08977e-05	1.49963e-05	-9.64607e-06	-8.28943e-05	
-3.08745	-4.84134e-05	-8.34615e-05	2.98391e-05	-2.43784e-05	-0.000118093	
-3.0857	1.71015e-05	-8.30468e-05	3.79393e-05	3.1563e-05	-0.00011319	
-3.08394	6.19148e-05	-4.28258e-05	4.60396e-05	8.75045e-05	-0.000108287	
-3.08218	3.29782e-05	-3.53621e-05	4.88958e-05	5.7598e-05	-0.000105577	
-3.08043	4.04168e-06	-2.78984e-05	5.1752e-05	-1.22184e-05	-0.000102867	
-3.07867	8.31409e-06	-1.79468e-05	5.46081e-05	-5.04394e-05	-6.00549e-05	
-3.07692	1.25865e-05	-7.99517e-06	5.74643e-05	-2.21439e-05	-1.72425e-05	
-3.07516	3.05779e-06	-8.82449e-06	5.56382e-05	2.94324e-05	1.50842e-06	
-3.07341	-6.47092e-06	-9.65377e-06	5.38122e-05	8.10087e-05	2.02594e-05	
-3.07165	1.72094e-05	-1.04831e-05	5.19861e-05	6.35741e-05	1.49489e-05	
-3.06989	4.08896e-05	-1.13124e-05	5.016e-05	4.61395e-05	9.63853e-06	
-3.06814	3.94071e-05	-2.56826e-05	8.05361e-05	2.76396e-05	-3.44583e-05	
-3.06638	1.72228e-05	-4.00528e-05	0.000110912	9.13967e-06	-7.85552e-05	
-3.06463	2.69537e-05	-3.45198e-05	7.53622e-05	2.3898e-05	-6.70101e-05	
-3.06287	5.73863e-05	-2.89868e-05	3.98122e-05	3.86564e-05	-3.14036e-05	
-3.06111	7.57429e-05	-1.80634e-05	7.95528e-05	1.51677e-05	-1.73522e-05	
-3.05936	5.26961e-05	-7.13996e-06	0.000119293	-8.32093e-06	-5.14235e-05	
-3.0576	4.25878e-05	-2.69006e-05	0.000117081	-3.18096e-05	-7.04564e-05	
-3.05585	5.31813e-05	-4.66613e-05	0.000114869	-5.52983e-05	-6.54279e-05	
-3.05409	6.01088e-05	-5.48118e-05	9.17735e-05	-3.59149e-05	-6.44724e-05	
-3.05234	6.70363e-05	-2.31558e-05	6.86783e-05	-1.65316e-05	-6.35168e-05	
-3.05058	5.4556e-05	3.00619e-05	1.56167e-05	2.85177e-06	-3.74973e-05	
-3.04882	4.20757e-05	8.32797e-05	-3.74448e-05	2.22351e-05	1.25836e-05	
-3.04707	3.73585e-05	8.8398e-05	-2.15837e-05	4.28656e-05	1.70481e-05	
-3.04531	3.26413e-05	5.37099e-05	-5.72263e-06	6.34962e-05	-2.66102e-05	
-3.04356	1.49855e-05	4.14129e-05	-5.59387e-06	8.41267e-05	-8.98183e-05	
-3.0418	1.80315e-05	2.9116e-05	-5.46506e-06	0.000104757	-7.28218e-05	
-3.04004	1.79776e-05	9.25167e-06	1.14261e-05	4.36451e-05	-1.30286e-05	
-3.03829	-2.77802e-06	-1.06127e-05	6.4277e-05	-1.7467e-05	-1.35826e-06	
-3.03653	-3.38845e-05	-3.0477e-05	5.79442e-05	-1.87141e-05	-1.37492e-05	
-3.03478	-2.35875e-05	-5.03413e-05	-8.32125e-06	-1.99613e-05	-2.61402e-05	
-3.03302	1.94871e-05	-3.45457e-05	-6.70952e-05	7.47674e-06	-2.90069e-05	
-3.03127	6.25617e-05	-1.87502e-05	-4.19632e-05	3.49148e-05	-3.18736e-05	
-3.02951	4.87067e-05	2.0212e-06	3.03658e-05	1.57913e-05	-5.88017e-05	
-3.02775	3.48516e-05	-1.70138e-05	6.67351e-05	-3.3322e-06	-8.57297e-05	
-3.026	2.98379e-05	-5.86473e-05	6.05897e-05	-4.16365e-06	-3.98471e-05	
-3.02424	6.62277e-05	-6.04743e-05	5.44442e-05	-4.9951e-06	6.0356e-06	
-3.02249	0.000102617	-3.42107e-06	8.80042e-05	1.41284e-05	1.1816e-05	
-3.02073	9.76037e-05	5.36322e-05	0.000121564	3.32519e-05	1.75963e-05	
-3.01897	6.5419e-05	6.21714e-05	7.68371e-05	2.82632e-05	1.32044e-06	
-3.01722	3.32343e-05	3.09042e-05	3.21099e-05	2.32744e-05	-1.49554e-05	
-3.01546	2.21826e-05	1.70523e-05	5.36261e-06	3.82406e-05	-7.16996e-06	
-3.01371	5.25343e-05	4.30068e-05	-2.13847e-05	5.32069e-05	6.15517e-07	
-3.01195	9.73611e-05	4.10501e-05	2.43622e-06	1.13222e-05	2.04317e-05	
-3.0102	0.000121486	-7.12898e-07	2.62571e-05	-3.05624e-05	4.02479e-05	
-3.00844	9.60133e-05	-3.9988e-05	5.0078e-05	-1.25822e-05	5.42466e-06	
-3.00668	2.91371e-05	-3.94567e-05	7.3899e-05	5.39811e-06	-2.93985e-05	
-3.00493	-1.87625e-05	-3.26557e-06	7.91782e-05	1.09065e-05	-3.06361e-05	
-3.00317	-2.52588e-05	3.29256e-05	8.44575e-05	1.64149e-05	-7.81222e-06	
-3.00142	-1.14846e-05	4.92136e-05	9.87266e-05	5.51816e-05	5.98859e-06	
-2.99966	-1.84121e-05	6.55015e-05	0.000112996	9.39483e-05	-2.83333e-05	
-2.9979	-2.90056e-05	6.89354e-05	8.68103e-05	5.65847e-05	-7.05504e-05	
-2.99615	-3.9599e-05	3.25628e-05	6.06248e-05	1.92211e-05	-8.8706e-05	
-2.99439	-3.18236e-06	-3.80981e-06	6.44057e-05	4.17224e-05	-8.38029e-05	
-2.99264	3.32343e-05	-3.75992e-07	6.81867e-05	6.42237e-05	-5.48384e-05	
-2.99088	2.35034e-05	2.25464e-05	8.73253e-05	5.42982e-05	-2.83803e-05	
-2.98913	1.37725e-05	4.54687e-05	0.000106464	4.43726e-05	-5.00449e-05	
-2.98737	5.01892e-05	2.44382e-05	8.36498e-05	1.44922e-05	-9.67735e-05	
-2.98561	0.000107308	3.40768e-06	6.08355e-05	-1.53883e-05	-0.000119441	
-2.98386	0.00013739	2.46196e-05	2.41618e-05	-2.34171e-05	-8.48995e-05	
-2.9821	9.84662e-05	4.58316e-05	-1.25119e-05	-3.14458e-05	-5.03582e-05	
-2.98035	2.93527e-05	3.38715e-05	-4.01956e-05	-1.78567e-05	-3.93771e-05	
-2.97859	1.64265e-06	2.19115e-05	-6.78794e-05	3.56423e-05	-5.24573e-05	
-2.97684	3.0431e-05	3.06839e-05	-5.75434e-05	6.12876e-05	-4.34813e-05	
-2.97508	7.9921e-05	3.94563e-05	-4.72073e-05	4.70229e-05	-1.04439e-05	
-2.97332	9.83584e-05	4.82288e-05	-5.48511e-05	3.27582e-05	1.20666e-05	
-2.97157	4.77902e-05	5.70012e-05	-6.24948e-05	5.84035e-05	-1.35456e-05	
-2.96981	-3.14585e-05	5.00169e-05	-3.08077e-05	7.42791e-05	-3.08867e-05	
-2.96806	-9.00055e-05	4.30327e-05	8.79343e-07	5.02448e-05	-2.41664e-05	
-2.9663	-8.86038e-05	3.60484e-05	2.60008e-06	3.95138e-05	-9.927e-06	
-2.96454	-8.72021e-05	2.90642e-05	4.32081e-06	9.52994e-05	4.31245e-06	
-2.96279	-5.47479e-05	8.39646e-06	-9.69082e-06	0.000153995	-3.55862e-05	
-2.96103	-2.22937e-05	-1.22713e-05	-2.37024e-05	9.29609e-05	-7.54848e-05	
-2.95928	1.01605e-05	2.33034e-07	-7.74767e-06	-3.37583e-05	-7.52812e-05	
-2.95752	4.26148e-05	1.27373e-05	8.20705e-06	-9.3961e-05	-7.50775e-05	
-2.95577	3.0094e-05	7.03588e-06	-1.69834e-05	-4.32421e-05	-6.56472e-05	
-2.95401	1.75733e-05	1.33444e-06	-4.21739e-05	7.47674e-06	-5.62169e-05	
-2.95225	3.69676e-05	-4.367e-06	-3.7398e-05	-1.08153e-05	-4.67866e-05	
-2.9505	5.6362e-05	-1.00684e-05	-3.26221e-05	-2.91074e-05	-3.73563e-05	
-2.94874	2.87462e-05	-2.69654e-05	-2.37481e-06	-1.82984e-05	-1.53941e-05	
-2.94699	-4.02729e-05	-4.38624e-05	2.78725e-05	-7.48948e-06	6.5682e-06	
-2.94523	-7.78082e-05	-4.08562e-05	5.81198e-05	-2.99388e-05	-1.15718e-05	
-2.94347	-4.63379e-05	-3.785e-05	8.83671e-05	-5.23882e-05	-2.97118e-05	
-2.94172	-6.02615e-06	-5.06005e-05	6.80462e-05	-2.47422e-05	-9.82312e-07	
-2.93996	1.35839e-05	-6.33509e-05	4.77252e-05	2.90373e-06	2.77472e-05	
-2.93821	1.46486e-05	-3.21485e-05	2.74043e-05	-1.60119e-05	1.63745e-05	
-2.93645	1.57133e-05	-9.46136e-07	7.08335e-06	-3.49276e-05	5.00171e-06	
-2.9347	3.53233e-05	-1.25711e-06	2.62805e-05	-9.77598e-06	1.24269e-05	
-2.93294	5.49334e-05	-4.13745e-05	4.54778e-05	1.53756e-05	1.98521e-05	
-2.93118	4.00405e-05	-4.83199e-05	7.36649e-05	-6.03443e-06	3.2159e-06	
-2.92943	2.51477e-05	-1.54589e-05	0.000101852	-2.74444e-05	-1.34203e-05	
-2.92767	-1.02581e-05	5.84376e-06	8.30293e-05	-4.42035e-05	-3.32208e-05	
-2.92592	-4.5664e-05	2.71464e-05	6.42067e-05	-6.09626e-05	-5.30213e-05	
-2.92416	-4.48418e-05	2.85459e-05	6.33639e-05	-4.44633e-05	-8.33486e-05	
-2.9224	-2.61629e-06	2.99453e-05	6.25211e-05	-2.79641e-05	-0.000113676	
-2.92065	1.8045e-05	2.13931e-05	6.20529e-05	1.00698e-06	-8.41006e-05	
-2.91889	-2.69717e-06	-2.69654e-05	6.15847e-05	2.99781e-05	-3.04638e-05	
-2.91714	-9.20688e-06	-7.5324e-05	5.21265e-05	-1.17247e-05	-1.64279e-05	
-2.91538	4.98511e-06	-8.38761e-05	4.26684e-05	-5.34275e-05	-5.05149e-05	
-2.91363	3.65081e-06	-5.7805e-05	7.10428e-05	-7.4136e-05	-8.15942e-05	
-2.91187	2.31655e-06	-3.17339e-05	9.94172e-05	-5.49345e-05	-6.45507e-05	
-2.91011	-1.84256e-05	-3.17488e-06	8.58387e-05	-6.4834e-05	-2.49497e-05	
-2.90836	-3.91677e-05	2.53842e-05	7.22602e-05	-0.000114643	-3.34714e-05	
-2.9066	-1.89377e-05	4.97967e-05	5.81198e-05	-0.000122049	-4.19932e-05	
-2.90485	1.29224e-06	7.42092e-05	4.39794e-05	-6.29373e-05	-2.64535e-05	
-2.90309	8.20524e-07	5.21809e-05	5.60596e-05	-3.82587e-06	-3.39471e-06	
-2.90133	3.48809e-07	3.01526e-05	6.81398e-05	-1.1231e-05	1.96641e-05	
-2.89958	2.57812e-05	8.90181e-06	9.44306e-05	-1.87401e-05	1.49176e-05	
-2.89782	5.12135e-05	-1.2349e-05	6.07887e-05	1.36607e-05	1.01711e-05	
-2.89607	5.59442e-05	-1.36966e-05	4.67198e-06	4.19043e-05	5.42466e-06	
-2.89431	6.06749e-05	-1.50442e-05	-1.54851e-05	3.02379e-05	6.78177e-07	
-2.89256	4.98792e-05	-7.26955e-06	1.64244e-05	1.11091e-06	-1.35926e-05	
-2.8908	3.90836e-05	5.05155e-07	4.83339e-05	-2.80161e-05	-2.78634e-05	
-2.88904	4.89897e-05	-1.16234e-05	2.25581e-05	-1.30758e-05	1.40091e-05	
-2.88729	5.88958e-05	-2.37519e-05	-3.2176e-06	1.86442e-06	5.58815e-05	
-2.88553	2.50264e-05	-5.61096e-06	2.30732e-05	5.78785e-06	3.46555e-05	
-2.88378	-8.84297e-06	1.253e-05	4.9364e-05	9.71129e-06	1.34295e-05	
-2.88202	-2.20107e-05	-1.57699e-05	3.96952e-05	1.86235e-05	-3.18579e-05	
-2.88026	-3.51783e-05	-4.40697e-05	3.00264e-05	-1.23743e-05	-7.71453e-05	
-2.87851	-4.73345e-07	-7.9004e-05	4.88256e-05	-3.17316e-05	-7.15529e-05	
-2.87675	3.42317e-05	-0.000113938	6.76248e-05	-1.11791e-05	-6.59605e-05	
-2.875	6.89366e-05	-7.58941e-05	2.87387e-05	2.68341e-05	-4.22494e-06	
-2.87324	0.000103642	-3.785e-05	-1.01473e-05	2.49373e-05	5.75106e-05	
